user_id,task,target,timestamp,type
AH5DPNX3KKAEXH437SAZUC5VLZRA,"Looking for comfy, stylish slip-on mules for everyday wear. Quality brand preferred, with removable insoles and good arch support. Reasonable price point appreciated!","{'product_info': {'main_category': 'Clothing_Shoes_and_Jewelry', 'title': ""Easy Spirit Women's Traveltime295 Mule, Natural 101, 10"", 'average_rating': 4.6, 'rating_number': 2, 'features': ['80% Leather, 20% Fabric', 'Imported', 'Rubber sole', 'Shaft measures approximately not_applicable from arch', 'Platform measures approximately 0.5 inches', 'removable insole', 'light weight and flexible'], 'description': ['Slip on mule with removable insole'], 'price': 'None', 'store': 'Easy Spirit', 'categories': ['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Mules & Clogs'], 'details': {'Product Dimensions': '10 x 15 x 6 inches; 7 Ounces', 'Item model number': 'SETRAVELTIME295', 'Department': 'womens', 'Date First Available': 'December 15, 2017', 'Manufacturer': 'Easy Spirit'}, 'parent_asin': 'B074MS6328'}, 'review': {'rating': 5.0, 'title': 'Comfortable  and long lasting', 'text': 'These fit nicely even on my size 11 very wide feet.', 'parent_asin': 'B074MS6328', 'timestamp': 1646335686131}, 'split': 'train'}",1646335686131,search
AH4FRK7J4ZQD35RRJ2AU7F3JL4KA,"Affordable, high-quality muffin pan with non-stick coating and grips?","{'product_info': {'main_category': 'Home_and_Kitchen', 'title': 'Amazon Basics Non-Stick 12-Cup Muffin Pan, Gray with Red Grips', 'average_rating': 4.8, 'rating_number': 727, 'features': ['Muffin pan for baking up to a dozen cupcakes, muffins, or other treats at a time', 'Includes (1) 12-cup muffin pan made of BPA-free carbon steel for reliable strength', 'Nonstick coating ensures effortless food release and quick cleanup', 'Red silicone on the side handles offers a secure grip and helps prevent accidental burns', 'Oven-safe to 428 degrees F; wear oven mitts when handling hot pan; washing by hand recommended', 'Product dimensions: 16.3 x 10.6 x 1.5 inches (LxWxH)'], 'description': ['Product Description', 'Amazon Basics Non-Stick 12-Cup Muffin Pan, Gray with Red Grips', 'From the Manufacturer', 'Amazon Basics'], 'price': 'None', 'store': 'Amazon Basics', 'categories': ['Home & Kitchen', 'Kitchen & Dining', 'Bakeware', 'Muffin & Cupcake Pans'], 'details': {'Material': 'Carbon Steel, Silicone', 'Brand': 'Amazon Basics', 'Color': 'Silver', 'Shape': 'Round', 'Special Feature': 'Oven-safe', 'Product Dimensions': '11.1""D x 14.49""W x 2.17""H', 'Capacity': '12 Cups', 'Specific Uses For Product': 'Oven-safe', 'Occasion': ""Christmas, Wedding, Birthday, Valentine's Day"", 'Included Components': 'Muffin Tray', 'Product Care Instructions': 'Hand Wash', 'Number of Pieces': '1', 'Item Weight': '2.03 pounds', 'Upper Temperature Rating': '428 Degrees Fahrenheit', 'Is Dishwasher Safe': 'No', 'Manufacturer': 'Amazon Basics', 'Item model number': '78480', 'Best Sellers Rank': {'Kitchen & Dining': 199746, 'Muffin & Cupcake Pans': 399}, 'Date First Available': 'March 16, 2021'}, 'parent_asin': 'B08443TTS8'}, 'review': {'rating': 5.0, 'title': 'Love this muffin pan!', 'text': 'I made egg, ham & cheese muffins in this pan. This is the ultimate non stick muffin pan. I did not use liners or spray & the muffins can out perfectly. I would highly recommend.', 'parent_asin': 'B08443TTS8', 'timestamp': 1654287653238}, 'split': 'train'}",1654287653238,search
AFMFLJT55H3D7I7ASE5HYDCKQ3IQ,"I'm in the market for a high-quality chef's knife with a professional-grade blade and ergonomic handle. Looking for something durable, sharp, and stylish that can handle various kitchen tasks. Any recommendations for exceptional knives around 8 inches?","{'product_info': {'main_category': 'Home_and_Kitchen', 'title': ""HOSHANHO Kitchen Knife in Japanese Steel AUS-10, High-Class Chef's Knife 8 inch Professional Cooking Knife, Antiseptic Non-slip Ultra Sharp Knife with Ergonomic Handle"", 'average_rating': 4.7, 'rating_number': 201, 'features': [""【High-End Japanese Steel Chef's Knife】 HOSHANHO chef's knife is made of high-end Japanese steel AUS-10, 2x of the sharpness and durability of some other “premium” knives, and it owns a very high cost performance! With a hardness of up to 58±2 HRC, the kitchen knife offers excellent rust resistance, sharpness and durability."", '【Fashion Matte Blade Design】 The blade has a matte finish, the combination of fashion and durability adds more fun to your cooking. Manufactured using modern technology and traditional techniques, they are ice tempered and heat treated to withstand cold, heat, corrosion and moisture.', '【Thoughtful Details】 Handle is made of ultra-durable wood, which improves handle curvature, the distinctive sloped bolster shape encourages a proper and safer ""pinch grip” , the comfort is absolutely amazing, and you can make the up and forward motion without having to curve your wrist.', ""【Everyday Functionality You'll Love】 Our chef's knife is hand-sharpened to 13° on each side, so you can easily do your daily kitchen tasks like chopping, cutting, dicing and chopping vegetables, fruits, meat and cheese with this kitchen knife. Superior sharpness that will impress you with every cut!"", '【100% Satisfation】 We offer you 100% satisfaction product. Professional after-sales team and friendly 24-hour service make your purchase worry-free! Providing quality materials and craftsmanship is our mission.If you find any quality problems with the product, we will always here to help you.'], 'description': [], 'price': '45.99', 'store': 'HOSHANHO', 'categories': ['Home & Kitchen', 'Kitchen & Dining', 'Kitchen Utensils & Gadgets', 'Kitchen Knives & Accessories', ""Chef's Knives""], 'details': {'Blade Material': 'Alloy Steel', 'Brand': 'HOSHANHO', 'Color': 'Brown', 'Handle Material': 'Wood,Steel', 'Blade Edge': 'Plain', 'Blade Length': '8 Inches', 'Construction Type': 'Forged', 'Blade Color': 'Silver', 'Is Dishwasher Safe': 'Yes', 'Number of Pieces': '2', 'Item Length': '8 Inches', 'Item Weight': '13.5 ounces', 'Country of Origin': 'China', 'Item model number': 'HSHES-2022-001', 'Best Sellers Rank': {'Kitchen & Dining': 27632, 'Santoku Knives': 16, 'Paring Knives': 58, ""Chef's Knives"": 123}, 'Date First Available': 'April 19, 2022'}, 'parent_asin': 'B0CGRDPPGK'}, 'review': {'rating': 4.0, 'title': 'Professional quality, Beautiful design', 'text': ""Very nice beginner/novice knife<br /><br />It's a little light for daily professional use. For the home cook or student it would be just fine<br /><br />Beautiful design<br />Nice balance<br />Material is a mid-grade level<br /><br />Overall a very nice buy for home cooking"", 'parent_asin': 'B0CGRDPPGK', 'timestamp': 1656159611278}, 'split': 'train'}",1656159611278,search
AF4SL5WJ552SLAI5ZI6B6DW7DGYA,"Looking for polarized sunglasses with UV protection, lightweight frame, and great ratings. Prefer classic style for everyday wear. Any recommendations?","{'product_info': {'main_category': 'Clothing_Shoes_and_Jewelry', 'title': 'COASION Classic Polarized Sunglasses for Men Women Retro UV400 Sun Glasses', 'average_rating': 4.5, 'rating_number': 147, 'features': ['Plastic frame', 'Composite lens', 'Polarized', 'Scratch Resistant Coating coating', 'Lens width: 52 millimeters', 'Bridge: 15 millimeters', 'PRODUCT DIMENSION – Lens Width: 52mm (2.05"") | Frame Height: 48mm (1.89"") | Nose Bridge: 15mm (0.59"") | Frame Width: 143mm (5.63"") | Temple Length: 145mm (5.7"") | Net Weight: 28.5g', 'CLASSIC DESIGN –These square style sun glasses are constructed with premium resin materials and reinforced metal hinges, scratch-resistant polycarbonate lens and lightweight frame with wide temples. New mirrored lenses and matte colors are available to make this style even cooler.', '100% POLARIZED and UV400 PROTECTION – These vintage shades can provide 99% polarization efficiency while blocking and managing UV and HEV light, delivering a superior visual experience and glare protection while maintaining color integrity.', 'COMFORTABLE & DURABLE – Lightweight and anti-skid design makes no pressure on your nose, are ideal for cycling, driving, travelling, hiking, street snap, and daily wear all year round. It is also gift packaged ready, comes with protective microfiber pouch and microfiber cleansing cloth, mini screwdriver, user manual and tag.', 'QUALITY ASSURANCE - We have Lifetime Breakage Warranty on frame & lens and 30 Day Money Back Guarantee!'], 'description': [], 'price': 'None', 'store': 'COASION', 'categories': ['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Sunglasses & Eyewear Accessories', 'Sunglasses'], 'details': {'Package Dimensions': '8.43 x 4.41 x 1.26 inches; 1.76 Ounces', 'Item model number': 'CA7020C', 'Department': 'Unisex-adult', 'Date First Available': 'April 26, 2019'}, 'parent_asin': 'B07R5D4NWV'}, 'review': {'rating': 5.0, 'title': 'These are great', 'text': 'Where are you going to get such a nice pair of sunglasses for such a great price?', 'parent_asin': 'B07R5D4NWV', 'timestamp': 1652645933980}, 'split': 'train'}",1652645933980,search
AFCLJ37ABTF42YL3UYC5EX4V4S2Q,Looking for durable meal prep containers with good ratings. Need something practical for portioning and storing leftovers. Any recommendations?,"{'product_info': {'main_category': 'Home_and_Kitchen', 'title': 'Airtight Food Storage Containers Set, 24 Pack Meal Prep Containers Reusable,BPA Free Clear Plastic Lunch Box with Lids,Bento Box Lunch Organizer with Durable Leak Proof Lids,Food Prep,Microwave Freezer Dishwasher Safe,Leftover Container', 'average_rating': 4.3, 'rating_number': 72, 'features': ['Portion Control -- This is meal prep container set that can bring you health.It has an exquisite capacity with 9 pcs 37.2oz and 3 pcs 25.4oz.It is very suitable for planning your meals and calorie intake.It is designed quantitatively easy to prepping a full entree and side dish Suitable for gyms and offices.', 'Keeping Fresh and Time & Momey Saving -- The lunch box containers for adults and kids offer the busy people the best solution on meal prep!Prep your to-go meals ahead of time in these boxes,an inexpensive way to store and reheat leftovers.', 'New Sealing Design & Durable Materials -- The freezer containers for food come with new sealing design,the flexible lid is easy to close and open,and no worry about the 4-hinge locking of the lid will cracked.Made of high-quality materials,BAP free,durable and light weight,easy to carry,whether it is for school,work,on the go or picnic.', 'Space Saving Design -- These leftover storage containers with lids have been especially designed to minimize space,they are stackable and nesting and will easily fit into your refrigerator,freezer or cupboard which enables you to get the kitchen organized and frees up space in the pantry.', 'Freezer Dishwasher And Microwave Safe -- These leak proof food prep containers are also dishwasher,refrigerator,freezer,and microwave safe (base only,not lid,under 5 min,under 700 watt,for at least half-full container)Can withstand temperature changes of -20℃-100℃.'], 'description': [], 'price': 'None', 'store': 'ThundooMoment', 'categories': ['Home & Kitchen', 'Kitchen & Dining', 'Storage & Organization', 'Food Storage', 'Food Containers', 'Container Sets'], 'details': {'Brand': 'ThundooMoment', 'Color': 'Clear', 'Material': 'Plastic', 'Capacity': '1100 Milliliters', 'Recommended Uses For Product': 'Meal Prep'}, 'parent_asin': 'B09C8L3J83'}, 'review': {'rating': 5.0, 'title': 'So handy...', 'text': 'I got these for Thanksgiving leftovers. I kept finding more uses for them. My refrigerator is so organized. They stack perfectly and you can clearly see what is in them.', 'parent_asin': 'B09C8L3J83', 'timestamp': 1642454558834}, 'split': 'train'}",1642454558834,search
AGAQGXLD5KDZU2QTXCN375EJH6XQ,Looking for a durable USB-C printer cable with high-speed data transfer. Prefer reputable brands with solid ratings and numerous reviews. Compatibility with various devices is important.,"{'product_info': {'main_category': 'Electronics', 'title': 'AkoaDa USB C to Printer Cable, USB C to USB B Male Scanner Cord Compatible with DIMI, Google Chromebook Pixel, MacBook Pro, HP Canon Printers, iPad Pro and More Type-C Devices/Laptops(5ft Grey)', 'average_rating': 4.6, 'rating_number': 1440, 'features': [""【 Printer USB C Cable 】 ：This usb c printer cable is Ideal choice for connecting MacBook to a printer, scanner, printer switch or even external hard drive with USB 2.0 Type B interface. usb c to printer is suit for more type c device. NOTE : This cable don't suit for iPad and iPhone"", '[ More Stable Data Transfer ] : The USB C to Printer cable support high speed transfer up to 480Mbps, more secure and stable than the connection over Wi-Fi. usb c usb b cable has electronic safety', '[ Extremely Durable ] : We are adopt nylon braided fiber jacket to increasing corrosion-resistant,and the anodized aluminum shell make this Printer Cable more durable, more flexible and sturdier than the normal ones.', '[ wide compatibility ] : usb c usb b cable working for Type-C Devices and Laptops, compatible with MacBook Pro, Google Chromebook Pixel, HP Canon Printers, 2018/2017 MacBook Pro, MacBook Air,Brother,\xa0Canon, Dell, Epson, Fujitsu, HP and more', '【Gold-plated Connectors】 : USB B To USB C Cable Constructed with corrosion-resistant, gold-plated connectors for optimal signal clarity and shielding to minimize interference'], 'description': [], 'price': '6.99', 'store': 'AkoaDa', 'categories': ['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Accessories', 'Cables & Interconnects', 'USB Cables'], 'details': {'Brand': 'AkoaDa', 'Connector Type': 'USB Type C', 'Cable Type': 'USB', 'Compatible Devices': 'Laptop, Scanner, Personal Computer, Tablet, Printer', 'Special Feature': 'High Speed', 'Color': 'Grey', 'Connector Gender': 'Male-to-Male', 'Data Transfer Rate': '0.48 Gigabits Per Second', 'Unit Count': '1 Count', 'Item Weight': '0.64 ounces', 'Package Dimensions': '9.69 x 2.36 x 0.75 inches', 'Manufacturer': 'AkoaDa', 'Date First Available': 'July 16, 2019', 'Best Sellers Rank': {'USB Cables': 705}}, 'parent_asin': 'B08TSZ6FV9'}, 'review': {'rating': 1.0, 'title': ""Nice looking cable that didn't work"", 'text': ""Everything about this cable is great, except it didn't work with a Chromebook and a HP printer that worked perfectly with HPs shorter generic cable.  I made the mistake of ordering it too soon before the recipient of a new Chromebook could try it with their existing printer, and the return window had closed."", 'parent_asin': 'B08TSZ6FV9', 'timestamp': 1657931116547}, 'split': 'train'}",1657931116547,search
AH2UXTQEWE7YV34CRSKCB27UNDVQ,"Comfortable and stylish girls' tank tops for summer, good quality fabric, cute ruffled sleeves, suitable for ages 5-14. Something breathable and versatile for everyday wear.","{'product_info': {'main_category': 'Clothing_Shoes_and_Jewelry', 'title': ""Batermoon Girls' Tank Tops Kids Ruffle Sleeveless Summer Ribbed Knit T Shirts 5-14 Years"", 'average_rating': 4.4, 'rating_number': 10, 'features': ['45% Rayon, 45% Cotton, 10% Spandex', 'Pull On closure', 'Hand Wash Only', 'MATERIAL: Made of skin-friendly Material, soft and breathable, wearable and not easy to fade, fits your kids perfectly.', ""FEATURES: Girls' Tank Tops feature Round Neckline, Ruffle Cap Sleeve, Ribbed Knit Fabric, Solid Color and Regular Fit."", 'COLLOCATION: This basic plain shirt can be paired with jeans, skirts and shorts in summer, or cardigan as a undershirt for girls in spring, fall and winter.', 'OCCASION: This Sleeveless Shirt is a Cute Choice For Most Girls. Great for school, party, vacation, festival, daily wear and so on.', 'SIZE: 5-6 Years:120CM; 7-8 Years:130CM; 9-10 Years:140CM; 11-12 Years:150CM; 13-14 Years:160CM. Please choose according to SIZE CHART.'], 'description': [], 'price': 'None', 'store': 'Batermoon', 'categories': ['Clothing, Shoes & Jewelry', 'Girls', 'Clothing', 'Tops, Tees & Blouses', 'Tanks & Camis'], 'details': {'Package Dimensions': '9.45 x 6.73 x 0.91 inches; 3.53 Ounces', 'Item model number': 'B3K214HS140', 'Department': 'Girls', 'Date First Available': 'January 13, 2022'}, 'parent_asin': 'B09QCPYQKY'}, 'review': {'rating': 5.0, 'title': 'Cute and comfy', 'text': ""I ordered a 9-10 for my 8.5 year old. Many sz8 shirts are getting too short for her torso but a lot of 10s are too wide/baggy. This 9-10 is a nice fit for her. It fits without being tight - there's room to grow. She liked the look & feel of the top. I like that it's a tank top but looks a little nicer. The arm holes are a tad large but it's not a problem as it's not showing anything."", 'parent_asin': 'B09QCPYQKY', 'timestamp': 1651689986724}, 'split': 'train'}",1651689986724,search
AFKCEX3SNDZAGJL4KO7KIJAKZEZQ,Hey there! I'm looking for a high-quality metal toothpaste squeezer that's durable and easy to use. Any recommendations for top-rated brands? Excited to find something efficient!,"{'product_info': {'main_category': 'Health_and_Household', 'title': 'Toothpaste Tube Squeezer - Set of 3 Toothpaste Squeezer Rollers, Metal Toothpaste Tube Wringer Seat Holder Stand XYKEEY (Black)', 'average_rating': 4.6, 'rating_number': 2084, 'features': ['Heavy Duty: Metal tube squeezer made of stainless steel, can be re-used for life.', 'Easy to Use: Rolling the handle, you will get paste easily, clean and free of residues', 'Organize your space: Buy these toothpaste holders, they will stand well with your tubes and give you a neat space.', 'Ergonomically Designed: The rotate handle is comfortable, it is easy to operate by left or right hand, clockwise or counterclockwise.', 'Multi-function: Fit for all plastic tubes, metal tubes width within 2.5 inch, like toothpaste, hair color, oil paint, cosmetics, hair gel, craft glue, ointments, tomato paste, and so on.'], 'description': [], 'price': '14.98', 'store': 'XYKEEY', 'categories': ['Health & Household', 'Medical Supplies & Equipment', 'Mobility & Daily Living Aids', 'Bathroom Safety, Aids & Accessories', 'Tube Squeezers'], 'details': {'Package Dimensions': '5.51 x 3.58 x 1.85 inches; 11.36 Ounces', 'Date First Available': 'January 4, 2021', 'Manufacturer': 'ATFUNG'}, 'parent_asin': 'B08RYT3VHY'}, 'review': {'rating': 5.0, 'title': 'It does what it promises', 'text': 'This is one product worthy of a 5-star review. Stainless steel, easy to use, empties contents from all collapsible  tubes. It even has application in the kitchen. Great as a stocking stuffer.', 'parent_asin': 'B08RYT3VHY', 'timestamp': 1654539978552}, 'split': 'train'}",1654539978552,search
AEHWAHTHYK4H62LPKF2BMQJBBHDA,"Frustrated but hopeful: Need a high-quality, dual-compartment storage container with magnetic lid. Bamboo preferred. Must have excellent ratings and functionality!","{'product_info': {'main_category': 'Home_and_Kitchen', 'title': 'Totally Bamboo Salt Keeper Duet Salt and Pepper Bowl, Salt Cellar and Storage Box with Two Compartments, Magnetic Swivel Lid', 'average_rating': 4.7, 'rating_number': 8205, 'features': ['DOUBLE THE FLAVOR: Keep the perfect pair of flavorings close at hand with this dual-chambered salt box', 'SMART DESIGN: The swivel lid allows the box to be opened and closed easily with one hand, while the magnetic lock ensures the lid stays shut', 'SPECIALTY SEASONING STORAGE: This beautifully crafted salt box is the perfect place to store your favorite gourmet salts, peppers and spices', 'BEYOND THE KITCHEN: This bamboo storage box is great outside of the kitchen too; use it to store office supplies, jewelry and more', 'BAMBOO IS BETTER: Add some eco-friendly style to your kitchen with Moso bamboo— an incredibly durable material and renewable resource that regrows quickly after harvest'], 'description': [], 'price': '14.99', 'store': 'Totally Bamboo', 'categories': ['Home & Kitchen', 'Kitchen & Dining', 'Kitchen Utensils & Gadgets', 'Seasoning & Spice Tools', 'Spice Cellars'], 'details': {'Product Dimensions': '5""L x 5""W x 2.25""H', 'Item Weight': '0.4 Pounds', 'Manufacturer': 'Totally Bamboo', 'Item model number': '20-8561', 'Best Sellers Rank': {'Kitchen & Dining': 8387, 'Spice Cellars': 5}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'July 14, 2016', 'Capacity': '8 Ounces', 'Volume': '0.5 Cups', 'Units': '1.0 Count', 'Number of Sets': '1', 'Brand': 'Totally Bamboo', 'Material': 'Bamboo'}, 'parent_asin': 'B07T3K83DZ'}, 'review': {'rating': 5.0, 'title': 'GREAT Item', 'text': ""We didn't like the look of a big blue box of Kosher salt on the counter so we decided to give this a try, and we do not regret it.  We use this when we're cooking our filet mignons, and salt them PRIOR to cooking (to sear in the juices).  This keeps the salt perfectly dry, is just the right size for snatching out a pinch or two,  sliding the lid shut again, and the magnet HOLDS it shut!  It also LOOKS great.  Get this!  We now have three (one for our home, one for the lake house, and a backup). FIVE STARS!"", 'parent_asin': 'B07T3K83DZ', 'timestamp': 1649795537918}, 'split': 'train'}",1649795537918,search
AGLRNLI6TBWQF6HEZQB7NRLWX5GQ,"Looking for a tasty caramel coffee K-Cup with good ratings. Prefer quality brand, smooth flavor, and value for money. Any recommendations?","{'product_info': {'main_category': 'Grocery_and_Gourmet_Food', 'title': 'Café Escapes Café Caramel K-Cup Pack', 'average_rating': 4.8, 'rating_number': 2791, 'features': ['Buttery rich', 'Silky smooth', 'Captivatingly caramelicious'], 'description': ['Make those special ""me"" moments even more delectable with an enticingly light cup of Café Caramel. Each blissfully buttery sip is a reminder-life really does taste better with caramel on top.', 'INGREDIENTS: Sugar, Creamer (hydrogenated coconut oil, glucose syrup, sodium caseinate (from milk), sodium polyphosphate, dipotassium phosphate, sodium stearoyl-2-lactylate, silicon dioxide), Nonfat milk, Caramel Color, Instant Coffee, Modified Food Starch, Salt, Natural and Artifical Flavor, Sucralose.', 'Contains: Milk'], 'price': '62.33', 'store': 'Café Escapes', 'categories': ['Grocery & Gourmet Food', 'Beverages', 'Coffee', 'Single-Serve Capsules & Pods'], 'details': {'Brand': 'Café Escapes', 'Item Form': 'K-cup', 'Flavor': 'Caramel', 'Caffeine Content': 'caffeinated', 'Roast Level': 'light_roast', 'Package Dimensions': '13.07 x 7.91 x 7.91 inches; 3.4 Pounds', 'UPC': '099555068139', 'Manufacturer': 'Green Mountain Coffee'}, 'parent_asin': 'B09JGZNPXC'}, 'review': {'rating': 5.0, 'title': 'Consistently good.', 'text': 'Always a favorite.', 'parent_asin': 'B09JGZNPXC', 'timestamp': 1637769834471}, 'split': 'train'}",1637769834471,search
